conceptType,conceptUri,preferredLabel,status,altLabels,description,broaderConceptUri,broaderConceptPT
Occupation,http://data.europa.eu/esco/occupation/57a12047-4f1e-40ed-add5-9736923f231b,astrónomo/astrónoma,released,astrónoma | astrónomo,"Los astrónomos estudian la formación, las estructuras, las propiedades y el desarrollo de los cuerpos celestes y la materia interestelar. Utilizan equipos terrestres y espaciales para recoger datos sobre el espacio con fines de investigación.",http://data.europa.eu/esco/isco/C2111,Físicos y astrónomos
Occupation,http://data.europa.eu/esco/occupation/59a02420-91df-4e46-b37b-22e3fd8c11f0,profesor universitario de física/profesora universitaria de física,released,profesora universitaria de física | profesor universitario de física,"Los profesores universitarios de física son catedráticos de dicha materia, profesores, o profesores universitarios que forman en su disciplina de especialidad, la física —de carácter predominantemente académico— a estudiantes que han obtenido un título de enseñanza secundaria posobligatoria. Trabajan con sus ayudantes de investigación y ayudantes de apoyo al profesorado universitario en la preparación de clases teóricas y exámenes, en la puntuación de trabajos y exámenes, en la dirección de las prácticas de laboratorio, así como en la dirección de sesiones de repaso y tutorías para los estudiantes. También llevan a cabo investigaciones académicas en su área de especialidad dentro del ámbito de la física, publican sus trabajos y colaboran con otros compañeros de trabajo en la universidad.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,profesor de educación superior/profesora de educación superiora
Occupation,http://data.europa.eu/esco/occupation/5a282a39-5346-454a-b1ef-c1217c50e156,investigador en ciencias de la educación/investigadora en ciencias de la educación,released,investigadora en ciencias de la educación | investigador en ciencias de la educación | investigadora en pedagogía | investigador en pedagogía,"Los investigadores en ciencias de la educación llevan a cabo investigaciones en el ámbito de la enseñanza. Se dedican a la ampliación de los conocimientos sobre cómo funcionan los procesos educativos, los sistemas educativos y el trabajo de las personas (profesores y alumnado). Prevén ámbitos de mejora y elaboran planes para la aplicación de innovaciones. Asesoran a legisladores y responsables de la formulación de políticas acerca de cuestiones en materia de enseñanza y ayudan a planificar las políticas educativas.",http://data.europa.eu/esco/isco/C2351,Especialistas en métodos pedagógicos
Occupation,http://data.europa.eu/esco/occupation/5ac65daa-0896-4193-9f0e-8b00746b78a1,ayudante de apoyo al personal investigador universitario,released,auxiliar de investigación,Los auxiliares de investigación universitarios llevan a cabo investigaciones académicas para la universidad o facultad en la que están contratados. Pueden asistir a los catedráticos a los que se les ha asignado o al director en sus investigaciones o desarrollar su propia investigación en un campo afín al de dicho catedrático o director.,http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,profesor de educación superior/profesora de educación superiora
Occupation,http://data.europa.eu/esco/occupation/5fdfa822-c1ba-477e-87cc-3d742e59310d,profesor universitario de biología/profesora universitaria de biología,released,profesora universitaria de biología | profesor universitario de biología,"Los profesores universitarios de biología son catedráticos de dicha materia, profesores, o profesores universitarios que forman en su disciplina de especialidad, la biología a estudiantes que han obtenido un título de enseñanza secundaria posobligatoria. Trabajan con sus ayudantes de investigación y ayudantes de apoyo al profesorado universitario en la preparación de clases teóricas y exámenes, en la puntuación de trabajos y exámenes, en la dirección de las prácticas de laboratorio, así como en la dirección de sesiones de repaso y tutorías para los estudiantes. También llevan a cabo investigaciones académicas en su área de especialidad dentro del ámbito de la biología, publican sus trabajos y colaboran con otros compañeros de trabajo en la universidad.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,profesor de educación superior/profesora de educación superiora
Occupation,http://data.europa.eu/esco/occupation/605e58d6-ad27-4828-b1f5-16707f327fa0,profesor universitario de ciencias de la educación/profesora universitaria de ciencias de la educación,released,profesora universitaria de pedagogía | profesor universitario de pedagogía | profesora universitaria de ciencias de la educación | profesor universitario de ciencias de la educación,"Los profesores universitarios de ciencias de la educación son catedráticos, profesores, o profesores universitarios que forman en su disciplina de especialidad, las ciencias de la educación a estudiantes que han obtenido un título de enseñanza secundaria posobligatoria para que a su vez puedan llegar a ser profesores. Trabajan con sus ayudantes de investigación y ayudantes de apoyo al profesorado universitario en la preparación de clases teóricas y exámenes, en la puntuación de trabajos y exámenes, así como en la dirección de sesiones de repaso y tutorías para los estudiantes.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,profesor de educación superior/profesora de educación superiora
Occupation,http://data.europa.eu/esco/occupation/6140be85-2d45-44b2-b0ba-412aadcead1e,genetista,released,embriólogo | bióloga molecular | biólogo molecular | embrióloga,"Los genetistas estudian y centran sus investigaciones en la genética. Analizan la manera en que los rasgos y las características actúan, interactúan y se heredan. Basándose en sus estudios, tratan a pacientes con enfermedades y trastornos de carácter hereditario, malformaciones congénitas y problemas genéticos en general.",http://data.europa.eu/esco/occupation/eee68e13-8248-43bb-a9fb-959832a6c217,biólogo/bióloga
Occupation,http://data.europa.eu/esco/occupation/66527cdc-b7a5-4996-9448-7e327b68d08d,profesor universitario de estudios artísticos/profesora universitaria de estudios artísticos,released,profesor universitario de estudios artísticos | profesora universitaria de estudios artísticos,"Los profesores universitarios de estudios artísticos son catedráticos de dicha materia, profesores, o profesores universitarios que forman en su disciplina de especialidad, las artes —de carácter predominantemente académico— a estudiantes que han obtenido un título de enseñanza secundaria posobligatoria. Trabajan con sus ayudantes de investigación y ayudantes de apoyo al profesorado universitario en la preparación de clases teóricas y exámenes, en la puntuación de trabajos y exámenes, así como en la dirección de sesiones de repaso y tutorías para los estudiantes. También llevan a cabo investigaciones académicas en su área de especialidad dentro del ámbito de las artes, publican sus trabajos y colaboran con otros compañeros de trabajo en la universidad.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,profesor de educación superior/profesora de educación superiora
Occupation,http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,profesor de educación superior/profesora de educación superiora,released,profesor universitario | profesora universitaria | profesora de educación superior | profesor de educación superior,"Los profesores de enseñanza superior forman en su disciplina de especialidad —de carácter predominantemente académico— a estudiantes que han obtenido un título de enseñanza secundaria posobligatoria. Pueden tener un cargo como «profesor titular» o «catedrático». Trabajan con sus ayudantes de investigación y ayudantes de apoyo al profesorado universitario en la preparación de clases teóricas y exámenes, en la puntuación de trabajos y exámenes, en la dirección de las prácticas de laboratorio, así como en la dirección de sesiones de repaso y tutorías para los estudiantes. También llevan a cabo investigaciones académicas en su respectiva área de especialidad, publican sus trabajos y colaboran con otros compañeros investigadores.",http://data.europa.eu/esco/isco/C2310,Profesores de universidades y de la enseñanza superior
Occupation,http://data.europa.eu/esco/occupation/68d973df-bf10-4bf7-9a1b-fbd9f604b9db,bioinformático/bioinformática,released,científico bioinformático | bioinformático | bioinformática | analista bioinformática | analista bioinformático | científica bioinformática,"Los bioinformáticos analizan los procesos biológicos mediante programas informáticos. Mantienen o construyen bases de datos que contienen información biológica. Reúnen y analizan datos biológicos y también pueden proporcionar asistencia a los científicos de diversos ámbitos, incluso en el ámbito de la biotecnología y en el farmacéutico. Llevan a cabo investigaciones científicas y análisis estadísticos e publican informes con sus resultados. Además, pueden recopilar muestras de ADN, descubrir patrones de datos y hacer investigaciones genéticas.",http://data.europa.eu/esco/isco/C2131,"Biólogos, botánicos, zoólogos y afines"
Occupation,http://data.europa.eu/esco/occupation/68f4fdd9-182c-4c0d-a73d-f767b8a8355e,biólogo especialista en acuicultura/bióloga especialista en acuicultura,released,biólogo especialista en acuicultura | bióloga especialista en acuicultura,"Los biólogos especialistas en acuicultura aplican los conocimientos obtenidos a raíz de sus investigaciones sobre animales y la vida vegetal en medios acuáticos así como las interacciones entre estos y su entorno a la mejora de la producción acuícola, la prevención de los problemas de salud animal y del medio ambiente y a la contribución de soluciones en caso necesario.",http://data.europa.eu/esco/occupation/eee68e13-8248-43bb-a9fb-959832a6c217,biólogo/bióloga
Occupation,http://data.europa.eu/esco/occupation/6cd08cbe-7611-4d70-8886-6c59c0385442,especialista en ciencias de la comunicación,released,especialista en comunicación,"Los especialistas en ciencias de la comunicación investigan los diferentes aspectos de la planificación, la recopilación, la creación, la organización, la conservación, la utilización, la evaluación y el intercambio de información mediante una comunicación verbal o no verbal. Estudian las interacciones entre grupos, individuos y personas con tecnologías (robots).",http://data.europa.eu/esco/occupation/acf69cab-8629-45c8-ae10-c8fb15f474b6,antropólogo/antropóloga
Occupation,http://data.europa.eu/esco/occupation/6d421d34-baa1-44f9-9ea0-231d76e325fd,investigador de las religiones/investigadora de las religiones,released,investigador de las religiones | teóloga | teólogo | investigadora de las religiones,"Los investigadores de las religiones estudian conceptos relacionados con religiones, creencias y espiritualidad. Aplican la racionalidad moral y ética de los estudios de las escrituras, la religión, la disciplina y la ley divina.",http://data.europa.eu/esco/isco/C2636,Profesionales religiosos
Occupation,http://data.europa.eu/esco/occupation/6df6c5cb-c1a2-42c8-acd0-1ee5563c36c1,bioquímico/bioquímica,released,bioquímica | bioquímico,"Los bioquímicos estudian las reacciones provocadas por sustancias químicas de organismos vivos. Esto incluye realizar investigaciones para el desarrollo o la mejora de productos con base química (p. ej., medicamentos) destinados a mejorar la salud de organismos vivos y a comprender mejor sus reacciones ante dichas sustancias.",http://data.europa.eu/esco/occupation/eee68e13-8248-43bb-a9fb-959832a6c217,biólogo/bióloga
Occupation,http://data.europa.eu/esco/occupation/6e92d4b5-3167-4166-802f-da7753951a31,consultor de investigación en TIC/consultora de investigación en TIC,released,asesor de investigaciones en TIC | asesora de investigaciones en TIC | consultora de investigaciones en TI | consultor de investigación en TIC | consultora de investigación en TIC | consultor de investigaciones en TICs | consultora de investigaciones en TICs | consultor de investigaciones en TI,"Los consultores de investigación de TIC realizan investigaciones específicas sobre las TIC y proporcionan un informe final al cliente. También utilizan herramientas de TIC para diseñar cuestionarios para encuestas, analizar los resultados, redactar informes, presentar los resultados y formular recomendaciones basadas en los resultados de la investigación.",http://data.europa.eu/esco/isco/C2511,Analistas de sistemas
Occupation,http://data.europa.eu/esco/occupation/71f09c8b-a172-408c-b9e7-32e580e39ff6,médico generalista/médica generalista,released,médica generalista | médico generalista,"Los médicos generalistas fomentan la salud, previenen enfermedades, detectan estados de mala salud, diagnostican y tratan enfermedades y promueven la recuperación de enfermedades físicas y mentales, así como trastornos de todo tipo para todas las personas, independientemente de su edad, sexo o tipo de problema de salud.",http://data.europa.eu/esco/isco/C2211,Médicos generales
Occupation,http://data.europa.eu/esco/occupation/72628f3a-fd49-499a-9741-870b0a1fcef2,matemático/matemática,released,matemática | especialista en ciencias exactas | matemático,"Los matemáticos estudian y profundizan en las teorías matemáticas existentes, con el fin de ampliar conocimientos y encontrar nuevos paradigmas en este ámbito. Pueden aplicar estos conocimientos a los retos presentados en proyectos de ingeniería y científicos con el fin de garantizar que las mediciones, las cantidades y las leyes matemáticas demuestran su viabilidad.",http://data.europa.eu/esco/isco/C2120,"Matemáticos, actuarios y estadísticos"
Occupation,http://data.europa.eu/esco/occupation/73ceb2f9-18e3-4cfe-9c06-e9fb31ece440,director del departamento de investigación y desarrollo/directora del departamento de investigación y desarrollo,released,director de investigación y desarrollo | directora de investigación y desarrollo | director del departamento de investigación y desarrollo | directora del departamento de investigación y desarrollo,"Los directores de investigación y desarrollo coordinan las labores de los científicos, los investigadores académicos, los desarrolladores de producto y los investigadores de mercado en el proceso de creación de nuevos productos, la mejora de los actuales u otras actividades de investigación, incluida la investigación científica. Gestionan y planifican las actividades de investigación y desarrollo de una organización, especifican objetivos y requisitos presupuestarios y dirigen al personal.",http://data.europa.eu/esco/isco/C1223,Directores de investigación y desarrollo
Occupation,http://data.europa.eu/esco/occupation/778c1d37-69f2-4184-ac98-03b7dbfba332,ingeniero fotónico/ingeniera fotónica,released,ingeniera fotónica | ingeniero fotónico,"Los ingenieros fotónicos se ocupan de la generación, la transmisión, la transformación y la detección de luz. Llevan a cabo actividades de investigación, diseño, montaje, ensayo y despliegue de componentes o sistemas fotónicos en múltiples campos de aplicación, desde las comunicaciones ópticas hasta la instrumentación médica, pasando por el procesamiento de materiales o la tecnología de detección.",http://data.europa.eu/esco/occupation/ab3c4d3e-3189-47ad-82af-57cdae3cb589,ingeniero en óptica/ingeniera en óptica
Occupation,http://data.europa.eu/esco/occupation/77abfaec-a250-4765-95fa-6091e8da1bba,ingeniero electromecánico/ingeniera electromecánica,released,ingeniera electromecánica | ingeniero electromecánico,"Los ingenieros electromecánicos diseñan y desarrollan equipos y maquinaria que utilizan tecnología tanto eléctrica como mecánica. Elaboran borradores y preparan documentos en los que se detallan los requisitos materiales, el proceso de montaje y otras especificaciones técnicas. También someten a ensayos y evalúan los prototipos. Además, supervisan el proceso de fabricación.",http://data.europa.eu/esco/occupation/86ca306c-ab99-420a-9e2a-aa73c5c4de22,ingeniero eléctrico/ingeniera eléctrica
Occupation,http://data.europa.eu/esco/occupation/7c132147-428b-4ea3-87e1-70f7abb691ce,farmacéutico/farmacéutica,released,farmacéutico | dispensador de servicios comerciales al por menor de productos farmacéuticos | farmacéutica | dispensadora de servicios comerciales al por menor de productos farmacéuticos,"Los farmacéuticos preparan y dispensan medicamentos de venta con y sin receta médica. Ofrecen información clínica sobre medicamentos, notifican sospechas de reacciones adversas y proporcionan apoyo personalizado a los clientes. Además, elaboran y ponen a prueba medicamentos en laboratorios y almacenan, conservan y distribuyen los medicamentos.",http://data.europa.eu/esco/isco/C2262,Farmacéuticos
Occupation,http://data.europa.eu/esco/occupation/7dea476a-dffe-4919-9ee2-fb222e283f41,profesor universitario de psicología/profesora universitaria de psicología,released,profesora universitaria de psicología | profesor universitario de psicología,"Los profesores universitarios de psicología son catedráticos de dicha materia, profesores, o profesores universitarios que forman en su disciplina de especialidad, la psicología —de carácter predominantemente académico— a estudiantes que han obtenido un título de enseñanza secundaria posobligatoria. Trabajan con sus ayudantes de investigación y ayudantes de apoyo al profesorado universitario en la preparación de clases teóricas y exámenes, en la puntuación de trabajos y exámenes, así como en la dirección de sesiones de repaso y tutorías para los estudiantes. También llevan a cabo investigaciones académicas en su respectiva área de especialidad dentro del ámbito de la psicología, publican sus trabajos y colaboran con otros compañeros de trabajo en la universidad.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,profesor de educación superior/profesora de educación superiora
Occupation,http://data.europa.eu/esco/occupation/7f0fe7d3-54c6-41e9-88ba-9d4f0f1a46b4,ingeniero de microsistemas/ingeniera de microsistemas,released,ingeniero de microsistemas | ingeniera de microsistemas,"Los ingenieros de microsistemas se dedican a la investigación, el diseño, el desarrollo y la supervisión de la producción de sistemas microelectromecánicos (MEMS), que pueden integrarse en productos mecánicos, ópticos, acústicos y electrónicos.",http://data.europa.eu/esco/occupation/4d34a9ee-2653-4da0-bef7-f59294577224,ingeniero electrónico/ingeniera electrónica
Occupation,http://data.europa.eu/esco/occupation/7f2761eb-4edc-48ad-9fbf-eed0a0db9a21,físico/física,released,físico | física,"Los físicos son científicos que estudian fenómenos físicos. El tema central de su investigación depende de su especialización, que puede ir desde la física de partículas atómicas hasta el estudio de los fenómenos del universo. Aplican sus conclusiones a la mejora de la sociedad contribuyendo a la obtención de fuentes de abastecimiento energético, al tratamiento de enfermedades, al desarrollo de juegos, y a la creación de equipos y objetos de uso diario de última generación.",http://data.europa.eu/esco/isco/C2111,Físicos y astrónomos
Occupation,http://data.europa.eu/esco/occupation/82e37849-30ec-4461-a40e-263d4c984f88,paleontólogo/paleontóloga,released,paleontóloga | paleontólogo,"Los paleontólogos investigan y analizan las formas de vida que existían en eras pasadas del planeta Tierra. Se dedican a definir la senda evolutiva y la interacción con diferentes áreas geológicas de todo tipo de antiguos organismos y especies vegetales, polen y esporas, animales invertebrados y vertebrados, seres humanos, y huellas como pisadas, así como la ecología y el clima.",http://data.europa.eu/esco/occupation/c6196b21-20f9-4608-83fb-6f143afc740d,geólogo/geóloga
Occupation,http://data.europa.eu/esco/occupation/86a0c9ab-c3fa-41a3-ad3e-d0083036b3d6,mineralogista,released,,"Los mineralogistas estudian la composición, la estructura y otros aspectos físicos de la tierra. Analizan diversos minerales y utilizan equipos científicos para determinar su estructura y propiedades. Su trabajo se centra principalmente en la clasificación y la identificación de minerales mediante la toma de muestras y la realización de nuevos ensayos, análisis y exámenes.",http://data.europa.eu/esco/isco/C2114,Geólogos y geofísicos
Occupation,http://data.europa.eu/esco/occupation/89b87aa2-4008-4cc7-96f8-e2b5ffe59f28,ecólogo/ecóloga,released,ecólogo | ecóloga,"Los ecólogos llevan a cabo evaluaciones sobre la salud y la distribución de organismos —a saber, personas, plantas y animales—, así como sobre la relación entre los organismos y su entorno. Suelen contar con un ámbito de especialización —p. ej., agua dulce, fauna y flora marinas y terrestres— sobre el que investigan y cuyas tareas relacionadas llevan a cabo. ",http://data.europa.eu/esco/isco/C2133,Profesionales de la protección medioambiental
Occupation,http://data.europa.eu/esco/occupation/8b128a08-606f-4bb1-806e-07e0ed98b40e,profesor universitario de ciencias del espacio/profesora universitaria de ciencias del espacio,released,profesor universitario de astrofísica | profesor universitario de ciencias del espacio | profesora universitaria de ciencias del espacio | profesora universitaria de astrofísica,"Los profesores universitarios de ciencias del espacio son catedráticos de dicha materia, profesores, o profesores universitarios que forman en su disciplina de especialidad, las ciencias del espacio —de carácter predominantemente académico— a estudiantes que han obtenido un título de enseñanza secundaria posobligatoria. Trabajan con sus ayudantes de investigación y ayudantes de apoyo al profesorado universitario en la preparación de clases teóricas y exámenes, en la puntuación de trabajos y exámenes, así como en la dirección de sesiones de repaso y tutorías para los estudiantes. También llevan a cabo investigaciones académicas en su área de especialidad dentro del ámbito de las ciencias del espacio, publican sus trabajos y colaboran con otros compañeros de trabajo en la universidad.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,profesor de educación superior/profesora de educación superiora
Occupation,http://data.europa.eu/esco/occupation/8c0f59c9-9a47-42e7-8287-aab19df4e6ab,ingeniero en microelectrónica/ingeniera en microelectrónica,released,ingeniero en microelectrónica | ingeniera en microelectrónica,"Los ingenieros en microelectrónica diseñan, desarrollan y supervisan la producción de pequeños aparatos y componentes electrónicos como los microprocesadores y los circuitos integrados.",http://data.europa.eu/esco/occupation/4d34a9ee-2653-4da0-bef7-f59294577224,ingeniero electrónico/ingeniera electrónica
Occupation,http://data.europa.eu/esco/occupation/920c22e1-10a1-4afa-86b3-c43da8488391,profesor universitario de trabajo social/profesora universitaria de trabajo social,released,profesor universitario de trabajo social | profesora universitaria de trabajo social,"Los profesores universitarios de trabajo social son profesionales que ejercen una doble función. Por un lado, la disciplina académica que presta servicios sociales —como el asesoramiento, la terapia o el apoyo, a individuos o grupos. Por otro, forman parte del mundo académico que imparte formación profesional, participando también en la investigación y el desarrollo del conocimiento, contribuyendo a encontrar soluciones a problemas sociales complejos y a aportar enfoques innovadores para mejorar dichos problemas.  Enseñan conocimientos, capacidades y valores de trabajo social para preparar a los estudiantes para participar en prácticas de trabajo social de ámbito cultural con diversas poblaciones y comunidades.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,profesor de educación superior/profesora de educación superiora
Occupation,http://data.europa.eu/esco/occupation/92bb3d8c-8a9f-4cd7-80ec-247bbf173004,ingeniero especializado en equipos informáticos/ingeniera especializada en equipos informáticos,released,ingeniera especializada en equipos informáticos | ingeniera de hardware | ingeniero especializado en equipos informáticos | ingeniero de hardware,"Los ingenieros especializados en equipos informáticos diseñan y desarrollan sistemas y componentes de hardware informático, tales como placas de circuitos, módems e impresoras. Elaboran borradores de planos y planos de ensamblaje, desarrollan y prueban los prototipos, además de supervisar el proceso de producción.",http://data.europa.eu/esco/occupation/4d34a9ee-2653-4da0-bef7-f59294577224,ingeniero electrónico/ingeniera electrónica
Occupation,http://data.europa.eu/esco/occupation/9766cc19-5a64-4b3c-a741-71561285a419,profesor universitario de antropología/profesora universitaria de antropología,released,profesor universitario de antropología | profesora universitaria de antropología,"Los profesores universitarios de antropología son catedráticos de dicha materia, profesores, o profesores universitarios que forman en su disciplina de especialidad, la antropología —de carácter predominantemente académico— a estudiantes que han obtenido un título de enseñanza secundaria posobligatoria. Trabajan con sus ayudantes de investigación y ayudantes de apoyo al profesorado universitario en la preparación de clases teóricas y exámenes, en la puntuación de trabajos y exámenes, así como en la dirección de sesiones de repaso y tutorías para los estudiantes. También llevan a cabo investigaciones académicas en su área de especialidad dentro del ámbito de la antropología, publican sus trabajos y colaboran con otros compañeros de trabajo en la universidad.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,profesor de educación superior/profesora de educación superiora
Occupation,http://data.europa.eu/esco/occupation/9851c83c-5670-4da0-964a-1ef0e682e30b,investigador de tanatología/investigadora de tanatología,released,investigadora de tanatología | investigador de tanatología,"Los investigadores de tanatología estudian la muerte y los muertos en diversos campos científicos, como la psicología, la sociología, la fisiología y la antropología. Contribuyen al crecimiento del conocimiento sobre aspectos de la muerte, como los fenómenos psicológicos del fallecimiento y de los que viven en su entorno.",http://data.europa.eu/esco/isco/C2632,"Sociólogos, antropólogos y afines"
Occupation,http://data.europa.eu/esco/occupation/9905cc76-d48b-49b1-94ab-17becb30be1a,profesor universitario de ciencias de la alimentación/profesora universitaria de ciencias de la alimentación,released,profesora universitaria de ciencias de la alimentación | profesor universitario de ciencias de la alimentación | profesor universitario de bromatología | profesora universitaria de bromatología,"Los profesores universitarios de ciencias alimentarias son catedráticos de dicha materia, profesores, o profesores universitarios que forman en su disciplina de especialidad, las ciencias alimentarias —de carácter predominantemente académico— a estudiantes que han obtenido un título de enseñanza secundaria posobligatoria. Trabajan con sus ayudantes de investigación y ayudantes de apoyo al profesorado universitario en la preparación de clases teóricas y exámenes, en la puntuación de trabajos y exámenes, así como en la dirección de sesiones de repaso y tutorías para los estudiantes. También llevan a cabo investigaciones académicas en su área de especialidad dentro del ámbito de las ciencias alimentarias, publican sus trabajos y colaboran con otros compañeros de trabajo en la universidad.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,profesor de educación superior/profesora de educación superiora
Occupation,http://data.europa.eu/esco/occupation/99492920-e5a5-4dba-9e5a-93193147198c,economista,released,,"Los economistas llevarán a cabo actividades de investigación y desarrollo teorías en el ámbito de la economía, tanto para el análisis microeconómico o macroeconómico como para el análisis macroeconómico. Estudian las tendencias, analizan los datos estadísticos y, en cierta medida, trabajan con modelos matemáticos económicos con el fin de asesorar a las empresas, los gobiernos y las instituciones relacionadas. Asesoran sobre la viabilidad de los productos, las previsiones de tendencias, los mercados emergentes, las políticas fiscales y las tendencias de los consumidores.",http://data.europa.eu/esco/isco/C2631,Economistas
Occupation,http://data.europa.eu/esco/occupation/9a7e780a-b778-4a5a-b4eb-309d394d313d,profesor universitario de literatura/profesora universitaria de literatura,released,profesora universitaria de literatura | profesor universitario de literatura,"Los profesores universitarios de literatura son catedráticos de dicha materia, profesores, o profesores universitarios que forman en su disciplina de especialidad, la literatura —de carácter predominantemente académico— a estudiantes que han obtenido un título de enseñanza secundaria posobligatoria. Trabajan con sus ayudantes de investigación y ayudantes de apoyo al profesorado universitario en la preparación de clases teóricas y exámenes, en la puntuación de trabajos y exámenes, así como en la dirección de sesiones de repaso y tutorías para los estudiantes. También llevan a cabo investigaciones académicas en su respectiva área de especialidad dentro del ámbito de la literatura, publican sus trabajos y colaboran con otros compañeros de trabajo en la universidad.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,profesor de educación superior/profesora de educación superiora
Occupation,http://data.europa.eu/esco/occupation/9b889f07-c39c-464d-b9d9-b2daa650f9ac,médico especialista/médica especialista,released,médica especialista | médico especialista,"Los médicos especialistas previenen, diagnostican y tratan enfermedades en función de su especialidad médica o quirúrgica.",http://data.europa.eu/esco/isco/C2212,Médicos especialistas
Occupation,http://data.europa.eu/esco/occupation/a36c14e6-ed96-467d-8390-6f9cf47ac350,profesor universitario de historia/profesora universitaria de historia,released,profesor universitario de historia | profesora universitaria de historia,"Los profesores universitarios de historia son catedráticos de dicha materia, profesores, o profesores universitarios que forman en su disciplina de especialidad, la historia —de carácter predominantemente académico— a estudiantes que han obtenido un título de enseñanza secundaria posobligatoria. Trabajan con sus ayudantes de investigación y ayudantes de apoyo al profesorado universitario en la preparación de clases teóricas y exámenes, en la puntuación de trabajos y exámenes, así como en la dirección de sesiones de repaso y tutorías para los estudiantes. También llevan a cabo investigaciones académicas en su respectiva área de especialidad dentro del ámbito de la historia, publican sus trabajos y colaboran con otros compañeros de trabajo en la universidad.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,profesor de educación superior/profesora de educación superiora
Occupation,http://data.europa.eu/esco/occupation/a63733fa-f7ff-4733-8961-1ec4eeaab00b,museólogo/museóloga,released,conservadora de museo | conservador de museo | museólogo | museóloga,"Los museólogos llevan a cabo o gestionan el trabajo de conservación, preparatorio y administrativo de museos generales, jardines botánicos, galerías de arte, colecciones de bellas artes, acuarios o lugares similares. Gestionan colecciones de material natural, histórico y antropológico de carácter educativo, científico o estético.
	",http://data.europa.eu/esco/isco/C2621,Archivistas y curadores de museos
Occupation,http://data.europa.eu/esco/occupation/a7a74a05-3dd0-46c6-99af-92df8042520c,microbiólogo/microbióloga,released,microbióloga | microbiólogo,"Los microbiólogos estudian e investigan las formas, las características y los procesos vitales de organismos microscópicos. Estudian microorganismos tales como bacterias, protozoos, hongos, etc., a fin de diagnosticar y contrarrestar los efectos que estos microorganismos pueden tener en los animales, el medio ambiente, la industria alimentaria o el sector de la atención sanitaria.
	",http://data.europa.eu/esco/occupation/eee68e13-8248-43bb-a9fb-959832a6c217,biólogo/bióloga
Occupation,http://data.europa.eu/esco/occupation/a9c7a04d-807a-41b5-b441-87c73c73c9c5,lingüista,released,lingüista computacional | filóloga | terminóloga | terminólogo | investigador en lingüística | filólogo | investigadora en lingüística,"Los lingüistas estudian las lenguas de manera científica. Dominan las lenguas y pueden interpretarlas desde un punto de vista gramatical, semántico y fonético. Investigan la evolución de la lengua y la forma en que las sociedades utilizan.",http://data.europa.eu/esco/isco/C2643,"Traductores, intérpretes y lingüistas"
Occupation,http://data.europa.eu/esco/occupation/ab360abd-32e2-4e03-967d-a10758efffa7,ingeniero mecatrónico/ingeniera mecatrónica,released,ingeniera mecatrónica | ingeniero mecatrónico,"Los ingenieros mecatrónicos diseñan y desarrollan sistemas inteligentes, como dispositivos robóticos, electrodomésticos inteligentes, y aviones, combinando tecnologías de ingeniería mecánica, electrónica, informática y de control. Elaboran planos o documentos de diseño para piezas, conjuntos o productos acabados que utilizan programas de software, y también supervisan y gestionan proyectos.",http://data.europa.eu/esco/occupation/579254cf-6d69-4889-9000-9c79dc568644,ingeniero mecánico/ingeniera mecánica
Occupation,http://data.europa.eu/esco/occupation/ab3c4d3e-3189-47ad-82af-57cdae3cb589,ingeniero en óptica/ingeniera en óptica,released,ingeniera en óptica | ingeniero óptico,"Los ingenieros en óptica diseñan y desarrollan diferentes aplicaciones industriales equipadas con sistemas ópticos. Tienen conocimientos de luz, principios de transmisión de luz y óptica para diseñar especificaciones técnicas de equipos tales como microscopios, lentes, telescopios y otros dispositivos ópticos.",http://data.europa.eu/esco/isco/C2149,Ingenieros no clasificados bajo otros epígrafes
Occupation,http://data.europa.eu/esco/occupation/ac8b3cd1-a127-4e6a-8208-5cfcf7111955,estadístico/estadística,released,estadística | especialista en estadística | estadístico,"Los estadísticos recopilan, tabulan y, lo que es más importante, analizan la información cuantitativa procedente de una variada gama de campos. Interpretan y analizan estudios estadísticos en ámbitos como la salud, la demografía, las finanzas, las empresas, etc., y asesoran basándose en patrones y conclusiones extraídas.",http://data.europa.eu/esco/isco/C2120,"Matemáticos, actuarios y estadísticos"
